Work Title,Name Translations,Name Aliases,Authorities,Composer,Opus/Catalogue Number,I-Catalogue Number,Key,Movements/Sections,Year/Date of Composition,First Publication,Copyright Information,Dedication,Average Duration,Composer Time Period,Piece Style,url
Tarantelle di bravura d’après la tarantelle de La muette de Portici,,,,"Liszt, Franz",S.386 ; LW.A125,IFL 369,,1 piece,"1846 (1st version)
1869 (2nd version)","1847 (1st version)
1995 (2nd version)",,"Madame
Marie Pleyel
(1811–1875)",,Romantic,Romantic,"https://imslp.org/wiki/Tarantelle_di_bravura_d%27apr%C3%A8s_la_tarantelle_de_%27La_muette_de_Portici%27,_S.386_(Liszt,_Franz)"
Tasso: Lamento e Trionfo,"Tasso, Panasz és diadal
;
Tasso: lamento e trionfo
;
Tasso, lamento y triunfo
;
Tasso, Lamento e Trionfo
;
Tasso. Lamento e trionfo
;
タッソー、悲劇と勝利
;
Tasso, lamento et triomfo
;
塔索：悲叹与胜利","Tasso: lamento e trionfo, S. 96","WorldCat
;
Wikipedia
;
LCCN
:
nr95036209","Liszt, Franz",S.96 ; LW.G2,IFL 370,,1,"1849 (1st version)
1850–51 (2nd version)
1854 (3rd version)
First Perf
ormance
.
1849-08-29 in Weimar (1st version)
1877-03-24 in New York, Leopold Damrosch conducting (3rd version?)",1856 (3rd version),,"Princess
Carolyne zu Sayn-Wittgenstein
(1819–87)",,Romantic,Romantic,"https://imslp.org/wiki/Tasso:_Lamento_e_Trionfo,_S.96_(Liszt,_Franz)"
Te Deum I,,,,"Liszt, Franz",S.24 ; LW.J7,IFL 371,,1,1853?,"1936
Librettist
Liturgical text
Language
Latin",,,,Romantic,Romantic,"https://imslp.org/wiki/Te_Deum_I,_S.24_(Liszt,_Franz)"
Te Deum II,,,,"Liszt, Franz",S.27 ; LW.J12,IFL 372,,1,"1859
First Perf
ormance
.
Weimar, 15 September 1859","1936
Librettist
Liturgical text
Language
Latin",,,,Romantic,Romantic,"https://imslp.org/wiki/Te_Deum_II,_S.27_(Liszt,_Franz)"
Technische Studien,,,,"Liszt, Franz",S.146 ; LW.A242,IFL 373,,"68 studies in 3 books (12 in Schuberth edition)
Book 1
Exercises for gaining strength and independence of each individual finger with quiet hand, and chord-studies.
Book 2
Preparatory studies for the major and minor scales.
Book 3
Scales in thirds and sixths. Arpeggios, or broken scales.
Book 4
Chromatic scales and exercises. Scales in contrary motion.
Book 5
Repeated thirds, fourths and sixths, with various fingerings.
Exercises in thirds (formed from scales) in parallel and contrary motion.
Exercises in fourths and Sixths.
Book 6
Major, minor and chromatic scales in double-thirds and -sixths.
Book 7
Scales in chords of the sixth with various fingerings.
Arpeggios, or broken scales in double-thirds and -sixths, and chords of the sixth.
Chromatic thirds, fourths and sixths.
Octave scales, major and minor.
Book 8
Broken octaves.
Arpeggiated, or broken octave scales.
Chord-studies.
Shakes in thirds, sixths, fourths and octaves
Book 9
Chords of the diminished seventh.
Exercises with quiet hand.
Arpeggios, or broken chords
Book 10
Broken chords with various fingerings throughout all major and minor scales.
Book 11
Arpeggios in thirds and in sixths with various fingerings.
Book 12
Octave-studies with various fingerings and chord-studies.
[Table of Contents from Schuberth edition, Plate 6259.]",1868–73,1886 (Books I & II); 1983 (Book III),,,,Romantic,Romantic,"https://imslp.org/wiki/Technische_Studien,_S.146_(Liszt,_Franz)"
Toccata,,,,"Liszt, Franz",S.197a ; LW.A295,IFL 374,C major,1 piece,1879?,1969,,,,Romantic,Romantic,"https://imslp.org/wiki/Toccata,_S.197a_(Liszt,_Franz)"
La tombe et la Rose,,,,"Liszt, Franz",S.285 ; LW.N26,IFL 375,,1,1844,"1844
Librettist
Victor Hugo
(1802-1885), French text
Theobald Rehbaum
(1835–1918), German translation
Language
German / French",,,,Romantic,Romantic,"https://imslp.org/wiki/La_tombe_et_la_rose,_S.285_(Liszt,_Franz)"
Die tote Nachtigall,,,,"Liszt, Franz","S.291/1 ; LW.N17/1 (1st version)
S.291/2 ; LW.N17/2 (2nd version)",IFL 376,,1,"1843 (1st version)
1870–79 (2nd version)","1844 (1st version)
1879 (2nd version)
Librettist
Philipp Kaufmann
(1802–1846)
Language
German",,Grand Duchess Sophie of Weimar (1st version),,Romantic,Romantic,"https://imslp.org/wiki/Die_tote_Nachtigall,_S.291_(Liszt,_Franz)"
Des toten Dichters Liebe,,,,"Liszt, Franz",S.349 ; LW.P6,IFL 377,,1 piece,"1874
First Perf
ormance
.
1874-03-16 – Budapest","1874
Librettist
Moritz Jókai
(1825–1904), Hungarian text
Adolf Dux
(1822–1881), German text
Language
German / Hungarian",,,,Romantic,Romantic,"https://imslp.org/wiki/Des_toten_Dichters_Liebe,_S.349_(Liszt,_Franz)"
Totentanz,"Danse macabre
;
Haláltánc
;
死の舞踏 (リスト)
;
Totentanz (utwór Ferenca Liszta)
;
liszt
;
Tanec smrti
;
Танець смерті (Ліст)
;
Пляска смерти (Лист)
;
死之舞","Csardas Macabre
;
Danse macabre (Liszt)
;
Totentanz (Liszt)
;
Totentanz (danza macabra per pianoforte e orchestra)
;
Totentanz, S. 126","WorldCat
;
Wikipedia
;
VIAF
:
184704445
;
LCCN
:
n81133660
;
GND
:
300094841","Liszt, Franz","S.126/1 ; LW.H8 (1st version)
S.126/2 ; LW.H8 (2nd version)",IFL 378,,1,"1847–53 (1st version), 1864 (2nd version)
First Perf
ormance
.
1865-04-15 in The Hague (2nd version)","1865 (2nd version), 1919 (1st version)",,Hans von Bülow,16 minutes,Romantic,Romantic,"https://imslp.org/wiki/Totentanz,_S.126_(Liszt,_Franz)"
2 Transcriptions d'après Rossini,,,,"Liszt, Franz",S.553 ; LW.A141,IFL 379,,"2 pieces
Air du Stabat Mater
Arrangement of the aria ""Cujus animam"" from
Stabat Mater
by
Gioacchino Rossini
La charité
Arrangement of No.3 of
3 Chœurs religieux
by
Gioacchino Rossini",1847,1852,,,,Romantic,Romantic,"https://imslp.org/wiki/2_Transcriptions_d%27apr%C3%A8s_Rossini,_S.553_(Liszt,_Franz)"
Trauervorspiel und Trauermarsch,,,,"Liszt, Franz",S.206 ; LW.A334,IFL 380,,2 pieces,1885,1888,,August Göllerich (1859–1923) [No.2],,Romantic,Romantic,"https://imslp.org/wiki/Trauervorspiel_und_Trauermarsch,_S.206_(Liszt,_Franz)"
Der traurige Mönch,,,,"Liszt, Franz",S.348 ; R.656 ; LW.P3,IFL 381,,1,1860,"1872
Librettist
""
Nikolaus Lenau
"" (= Nicolaus Franz Niembsch von Strehlenau, 1802-1850)
Language
German",,Franziska Ritter (née Wagner) (1829-1895),7 minutes,Romantic,Romantic,"https://imslp.org/wiki/Der_traurige_M%C3%B6nch,_S.348_(Liszt,_Franz)"
Le Triomphe funèbre du Tasse,,,,"Liszt, Franz",S.112/3 ; LW.G25/3,IFL 382,,1 movement,"1866
First Perf
ormance
.
1877-03 — New York: New York Symphony Society,
Leopold Damrosch",1877,,Leopold Damrosch,12 minutes,Romantic,Romantic,"https://imslp.org/wiki/Le_triomphe_fun%C3%A8bre_du_Tasse,_S.112/3_(Liszt,_Franz)"
Trübe Wolken,"暗い雲
;
Nuages Gris
;
עננים אפורים
;
Nuages gris
;
Szürke felhők
;
Серые облака (Лист)
;
Сиви облаци","灰色の雲
;
Nuage gris",Wikipedia,"Liszt, Franz",S.199 ; LW.A305,IFL 383,,1 piece,1881,1927,,,,Romantic,Romantic,"https://imslp.org/wiki/Tr%C3%BCbe_Wolken,_S.199_(Liszt,_Franz)"
Tyrolean Melody,,,,"Liszt, Franz",S.385a [formerly S.233c] ; LW.A12b,IFL 384,G major,1 piece,1829,1856,,,,Romantic,Romantic,"https://imslp.org/wiki/Tyrolean_Melody,_S.385a_(Liszt,_Franz)"
Über allen Gipfeln ist Ruh,,,,"Liszt, Franz","S.306/1 ; LW.N46/1 (1st version)
S.306/2 ; LW.N46/2 (2nd version)",IFL 385,,1 song,"1848 (1st version)
1859 (2nd version)","1848 (1st version)
1859 (2nd version)
Librettist
Johann Wolfgang von Goethe
(1749-1832)
Language
German",,,,Romantic,Romantic,"https://imslp.org/wiki/%C3%9Cber_allen_Gipfeln_ist_Ruh,_S.306_(Liszt,_Franz)"
"Un portrait en musique, S.190",,,,"Liszt, Franz",S.190,IFL 386,,3,"1835 (Herz), 1868 (Planté), and 1869 (Liszt)",1886,,Maison Durand,,Romantic,Romantic,"https://imslp.org/wiki/Un_portrait_en_musique,_S.190_(Liszt,_Franz)"
Und sprich,,,,"Liszt, Franz",S.329 ; LW.N70,IFL 387,,1,1875–79,"1879
Librettist
Rüdiger von Biegeleben
(d.1912)
Language
German",,"Carolyne zu Sayn-Wittgenstein
(1819–87)",,Romantic,Romantic,"https://imslp.org/wiki/Und_sprich,_S.329_(Liszt,_Franz)"
Und wir dachten der Toten,,,,"Liszt, Franz",S.338 ; LW.N66,IFL 388,,1,?1871,"1922
Librettist
Ferdinand Freiligrath
(1810–1876)
Language
German",,,,Romantic,Romantic,"https://imslp.org/wiki/Und_wir_dachten_der_Toten,_S.338_(Liszt,_Franz)"
Ungarische Krönungsmesse,,,,"Liszt, Franz",S.11,IFL 389,,,"1866–69
First Perf
ormance
.
1867 June 8 or earlier","1870 (Benedictus & Offertorium, see S.385)
1871 (vocal score)
Librettist
Mass
Language
Latin",,,50 minutes?,Romantic,Romantic,"https://imslp.org/wiki/Ungarische_Kr%C3%B6nungsmesse,_S.11_(Liszt,_Franz)"
"Ungarische Nationalmelodien, S.243",,,,"Liszt, Franz",S.243,IFL 390,,,1840–43,,,,,Romantic,Romantic,"https://imslp.org/wiki/Ungarische_Nationalmelodien,_S.243_(Liszt,_Franz)"
5 Ungarische Volkslieder,,,,"Liszt, Franz",S.245 ; LW.A263,IFL 391,,"5 pieces
Csak titokban akartalak szeretni
(D major)
Jaj beh szennyes az a maga kendöje
(G major)
Beh szomorú ez az élet én nékem
(G major)
Beh! sok falut, beh! sok várost bejártam
(C
♯
minor)
Erdó, erdó, sürü erdó árnayában
(F minor)",1873,1873,,,,Romantic,Romantic,"https://imslp.org/wiki/5_Ungarische_Volkslieder,_S.245_(Liszt,_Franz)"
Two Hungarian Recruiting Dances,,,,"Liszt, Franz",S.241,IFL 392,,"2 dances
Poco andante (B
♭
major)
Non troppo lento (D minor)",,,,,,Romantic,Romantic,"https://imslp.org/wiki/2_Ungarische_Werbungst%C3%A4nze,_S.241_(Liszt,_Franz)"
Ungarischer Geschwindmarsch,,,,"Liszt, Franz",S.233 ; LW.A252,IFL 393,,1 piece,1870–71,1871,,,,Romantic,Romantic,"https://imslp.org/wiki/Ungarischer_Geschwindmarsch,_S.233_(Liszt,_Franz)"
Ungarischer Marsch zur Krönungsfeier in Ofen-Pest am 8. Juni 1867,,,,"Liszt, Franz",S.118 ; LW.G33,IFL 394,,1,1867–70,1871,,,,Romantic,Romantic,"https://imslp.org/wiki/Ungarischer_Marsch_zur_Kr%C3%B6nungsfeier_in_Ofen-Pest_am_8._Juni_1867,_S.118_(Liszt,_Franz)"
Ungarischer Marsch,,,,"Liszt, Franz",S.229a,IFL 538,B-flat major,1 march,,,,,2 minutes,Romantic,Romantic,"https://imslp.org/wiki/Ungarischer_Marsch,_S.229a_(Liszt,_Franz)"
Ungarischer Romanzero,,,,"Liszt, Franz",S.241a ; LW.A180,IFL 395,,"18 pieces:
No.1 in F minor
No.2 in A minor
No.3 in A minor
No.4 in A minor
No.5 in D minor
No.6 in A major
No.7 in A major
No.8 in D minor
No.9 in A major
No.10 in G minor
No.11 in F major
No.12 in C major
No.13 in F
♯
minor
No.14 in D major
No.15 in D major
No.16 in C major
No.17 in A major
No.18 in A major",1853,1984,,,55 minutes,Romantic,Romantic,"https://imslp.org/wiki/Ungarischer_Romanzero,_S.241a_(Liszt,_Franz)"
Ungarischer Sturmmarsch,,,,"Liszt, Franz",S.119 ; LW.G35,IFL 396,E minor,1,1875,"1876 - Berlin:
Robert Lienau",,Count László Teleki (1811–1861),6 minutes,Romantic,Romantic,"https://imslp.org/wiki/Ungarischer_Sturmmarsch,_S.119_(Liszt,_Franz)"
Unstern!,,"Unstern! Sinistre, disastro",,"Liszt, Franz",S.208 ; LW.A312,IFL 397,,,1881,1927,,,,Romantic,Romantic,"https://imslp.org/wiki/Unstern,_S.208_(Liszt,_Franz)"
Urbi et Orbi,,,,"Liszt, Franz",S.184 / R69,IFL 398,,1 movement,1864,1978,,,4-7 minutes,Romantic,Romantic,"https://imslp.org/wiki/Urbi_et_Orbi,_S.184_(Liszt,_Franz)"
Valse à capriccio sur deux motifs de Lucia et Parisina,,,,"Liszt, Franz",S.401,IFL 554,A major,1 piece,,1842 ca.,,,11 minutes,Romantic,Romantic,"https://imslp.org/wiki/Valse_%C3%A0_capriccio_sur_deux_motifs_de_Lucia_et_Parisina,_S.401_(Liszt,_Franz)"
Valse de concert,,,,"Liszt, Franz",S.430,IFL 399,F major,1,1882,1889,,Janos Vegh,10 minutes,Romantic,Romantic,"https://imslp.org/wiki/Valse_de_concert,_S.430_(Liszt,_Franz)"
Valse mélancolique,,,,"Liszt, Franz",S.210 ; LW.A57a,IFL 400,E major,1 piece,1839,1840,,,,Romantic,Romantic,"https://imslp.org/wiki/Valse_m%C3%A9lancolique,_S.210_(Liszt,_Franz)"
Valse-Impromptu,,,,"Liszt, Franz",S.213 ; LW.84c,IFL 401,A-flat major,1 piece,1842–52,1852,,,,Romantic,Romantic,"https://imslp.org/wiki/Valse-Impromptu,_S.213_(Liszt,_Franz)"
Valses oubliées,,,,"Liszt, Franz",S.215 ; LW.A311,IFL 402,,4 pieces,1881–84,"1881 (No.1), 1884 (Nos.2–3), 1954 (No.4)",,Baroness Olga von Meyendorff (1837–1926) (Nos.2 and 3 only),,Romantic,Romantic,"https://imslp.org/wiki/Valses_oubli%C3%A9es,_S.215_(Liszt,_Franz)"
Variation über einen Walzer von Diabelli,"Variation sur une valse de Diabelli
;
Variation on a Waltz by Diabelli
;
Variación sobre un vals de Diabelli
;
Variationen auf einen Walzer von Diabelli",,Wikipedia,"Liszt, Franz",S.147 ; LW.A1,IFL 403,,1 variation,1822,1824,,,,Romantic,Romantic,"https://imslp.org/wiki/Variation_on_a_Waltz_by_Diabelli,_S.147_(Liszt,_Franz)"
Variationen über das Motiv von Bach,"Változatok Johann Sebastian Bach Weinen, Klagen, Sorgen, Zagen című kantátája témájára
;
Variations on Weinen, Klagen, Sorgen, Zagen
;
Variation on Weinen, Klagen, Sorgen, Zagen
;
Variationen über 'Weinen, Klagen, Sorgen, Zagen' von J. S. Bach",Variations on a Theme of Bach,,"Liszt, Franz",S.180 ; LW.A214,IFL 404,,1 piece,"1862
First Perf
ormance
.
1875-04-28, Hanover (or earlier?)",1865 (see below),,"Anton Rubinstein
(1829–1894) [S.180]
Alexander Wilhelm Gottschalg
(1827–1908) [S.673]",,Romantic,Romantic,"https://imslp.org/wiki/Variationen_%C3%BCber_das_Motiv_von_Bach,_S.180_(Liszt,_Franz)"
Seven Brilliant Variations on a Theme of Rossini,,,,"Liszt, Franz",S.149,IFL 405,A major,,,,,,,Romantic,Romantic,"https://imslp.org/wiki/Variations_brillantes_sur_un_th%C3%A8me_de_Rossini,_S.149_(Liszt,_Franz)"
8 Variations,,,,"Liszt, Franz",S.148 ; LW.A3 ; Op.1,IFL 406,A-flat major,Theme + 8 variations,1824,"Paris: Erard, 1825",,"Sébastien Érard
(1752–1831)",,Romantic,Romantic,"https://imslp.org/wiki/8_Variations,_S.148_(Liszt,_Franz)"
Die Vätergruft,,,,"Liszt, Franz",S.281 ; LW.N22,IFL 407,,1,1844,"1860
Librettist
Ludwig Uhland
(1787–1862)
Language
German",,,,Romantic,Romantic,"https://imslp.org/wiki/Die_V%C3%A4tergruft,_S.281_(Liszt,_Franz)"
Venezia e Napoli,,"Venedig und Neapel
;
Searle 162
;
S. 162
;
Venice and Naples
;
Années de pèlerinage, 2e année: Italie. Supplément, Venezia e Napoli","WorldCat
;
LCCN
:
n81079997","Liszt, Franz",S.159,IFL 408,,"4 pieces:
Lento
Allegro
Andante placido [1st version of S.162/1]
based on the popular song
La Biondina in Gondoletta
by
Giovanni Battista Perucchini
(1784–1870)
Tarantelles napolitaines
. Allegro vivace
based on the song
Fenesta vascia
by G.L.
Cottrau
(1797–1847); 1st version of S.163/3",1838–40,1840,,"Clara Schumann
(1819–1896)",,Romantic,Romantic,"https://imslp.org/wiki/Venezia_e_Napoli,_S.159_(Liszt,_Franz)"
Vereins-Lied,,,,"Liszt, Franz",S.90/1 ; LW.M31,IFL 409,E-flat major,,"1855, rev.1857 and 1860
Librettist
August Heinrich Hoffmann von Fallersleben
(1798–1874)
Language
German",,,,,Romantic,Romantic,"https://imslp.org/wiki/Vereins-Lied,_S.90/1_(Liszt,_Franz)"
Vergiftet sind meine Lieder,,,,"Liszt, Franz","S.289/1 ; LW.N29/1 (1st version)
S.289/2 ; LW.N29/2 (2nd version)",IFL 410,,,"1844 (1st version)
?1859 (2nd version)","1844 (1st version)
1859 (2nd version)
Librettist
Heinrich Heine
(1797–1856)
Language
German",,,,Romantic,Romantic,"https://imslp.org/wiki/Vergiftet_sind_meine_Lieder,_S.289_(Liszt,_Franz)"
Verlassen,,,,"Liszt, Franz",S.336 ; LW.N77,IFL 411,,1,1880,"1880
Librettist
Gustav Michell (1842–?)
Language
German",,,,Romantic,Romantic,"https://imslp.org/wiki/Verlassen,_S.336_(Liszt,_Franz)"
"Vexilla regis prodeunt, S.185",,,,"Liszt, Franz",S.185 ; LW A226,IFL 412,E minor,1,1864,1970,,,4–7 minutes,Romantic,Romantic,"https://imslp.org/wiki/Vexilla_regis_prodeunt,_S.185_(Liszt,_Franz)"
Via Crucis,,,,"Liszt, Franz",S.53 ; LW.J33,IFL 413,,"15
Einleitung.
Vexilla Regis
(""O Crux, Ave!"")
Station I.
Jesis wird zum Tode verdammt
Station II.
Jesus trägt sein Kreuz
Station III.
Jesus fällt zum ersten Mal
Station IV.
Jesus begegnet seiner heiligen Mutter
Station V.
Simon von Kyrene hilft Jesus das Kreuz tragen
Station VI.
Sancta Veronica
(""O Haupt voll Blut und Wunden"")
Station VII.
Jesus fällt zum zweiten Mal
Station VIII.
Die Frauen von Jerusalem
(""Nolite flere super me, sed super vos ipos et super filios vestros"")
Station IX.
Jesus fällt zum dritten Mal
Station X.
Jesus wird entkleidet
Station XI.
Jesus wird ans Kreuz gsechlagen
(""Crucifige"")
Station XII.
Jesus stirbt am Kreuze
(""Eli, Eli, lamma Sabacthani"")
Station XIII.
Jesus wird kom Kreuz genommen
Station XIV.
Jesus wird ins Grab gelegt
(""Ave Crux, spes unica"")","1874–79
First Perf
ormance
.
1929-03-29 in Budapest","1936
Librettist
Venantius Honorius Clementianus Fortunatus
(ca.530-ca.609) (Einleitung)
Paul Gerhardt
(1607−1676) (No.6)
Johann Rist
(1607–1667) (No.12)
Language
Latin / German",,,37 minutes,Romantic,Romantic,"https://imslp.org/wiki/Via_Crucis,_S.53_(Liszt,_Franz)"
Le vieux vagabond,,,,"Liszt, Franz",S.304 ; LW.N44,IFL 414,,1,1848,"1917
Librettist
Pierre-Jean de Béranger
(1780–1857), French text
Theobald Rehbaum
(1835–1918), German translation
Language
German / French",,,,Romantic,Romantic,"https://imslp.org/wiki/Le_vieux_vagabond,_S.304_(Liszt,_Franz)"
Vive Henri IV,,,,"Liszt, Franz",S.239 ; LW.A262,IFL 415,,1 piece,,,,,,Romantic,Romantic,"https://imslp.org/wiki/Vive_Henri_IV,_S.239_(Liszt,_Franz)"
Vom Fels zum Meer! (From Rock to Sea),,,,"Liszt, Franz",S.229 ; LW.A184,IFL 416,,1 piece,1853–56,1865,,"Wilhelm I, German Emperor (1797–1888)",,Romantic,Romantic,"https://imslp.org/wiki/Vom_Fels_zum_Meer!,_S.229_(Liszt,_Franz)"
Von der Wiege bis zum Grabe,"ゆりかごから墓場まで (リスト)
;
De la cuna a la tumba
;
A bölcsőtől a sírig
;
Dalla culla alla tomba
;
From the cradle to the grave
;
От колыбели до могилы (Лист)","Von der Wiege bis zum Grabe (Liszt
;
Von der Wiege bis zur Grabe, S107
;
Von der Wiege bis zum Grabe, S107
;
Von der Wiege bis zum Grabe (Liszt)
;
Von der wiege bis zum grabe",,"Liszt, Franz",S.107 ; LW.G38,IFL 417,,"3 movements:
Die Wiege
Der Kampf um’s Dasein
Zum Grabe, die Wiege des zukünftigen Lebens",1881–82,1883,,"Count
Géza Zichy
(1849–1924)",14-17 minutes,Romantic,Romantic,"https://imslp.org/wiki/Von_der_Wiege_bis_zum_Grabe,_S.107_(Liszt,_Franz)"
2 Vortragsstücke,,,,"Liszt, Franz","S.268 ; LW.E41 (No.1), LW.E7 (No.2)",IFL 418,,"2 pieces:
Introitus
Trauerode
(
Die Todten
). Oration",1884 (?),"Leipzig: Körner, 1887 (No.1)
Leipzig: Siegel, 1890 (Nos.1 and 2)
Language
German",,"Cosima von Bülow
(No.2)",,Romantic,Romantic,"https://imslp.org/wiki/2_Vortragsst%C3%BCcke,_S.268_(Liszt,_Franz)"
Walhall aus Der Ring des Nibelungen,,,,"Liszt, Franz",S.449 ; LW.A269,IFL 419,,1 piece,1875,1876,,,,Romantic,Romantic,"https://imslp.org/wiki/Walhall_aus_Der_Ring_des_Nibelungen,_S.449_(Liszt,_Franz)"
"Waltz in A Major, S.210b",,,,"Liszt, Franz",S.210b,IFL 546,A major,1,1835 ca.,1996,,,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Waltz_in_A_major,_S.210b_(Liszt,_Franz)"
2 Waltzes,,,,"Liszt, Franz",S.126b ; LW.D1,IFL 420,,"2 pieces:
Waltz
(A major)
Waltz aus dem Ballet Die Amazonen
(A major)
Based on a theme from the ballet
Die Amazonen
by Robert von Gallenberg",1823–25?,1825,,,,Romantic,Romantic,"https://imslp.org/wiki/2_Waltzes,_S.126b_(Liszt,_Franz)"
Wartburg-Lieder,,,,"Liszt, Franz",S.345 ; LW.L14,IFL 421,,"7
Einleitung
—
An Frau Minne
(""Die Erde ist erschlossen"")
For SATB chorus, orchestra (or piano)
Wolfram von Eschenbach
(""Als wir mit deutschen Klingen"")
For baritone solo, SATB chorus, orchestra (or piano)
Heinrich von Ofterdingen
(""Hab' ich geträumt?"")
For tenor solo, orchestra (or piano)
Walther von der Vogelweide
(""Beim Scheiden der Sonne erschimmert"")
For tenor solo, orchestra (or piano)
Der tugendhafte Schreiber
(""Ich schrieb allzeit nur wenig"")
For baritone or bass solo, orchestra (or piano)
Biterolf und der Schmied von Ruhla
(""Thüringens Wälder senden den Waidmann und den Schmied"")
For 2 baritones, orchestra (or piano)
Reimar der Alte
(""Wo liebende Herzen sich innig vermählt"")
For tenor solo, orchestra (or piano)","1872–73
First Perf
ormance
.
Wartburg, 23 September 1873","1873 (vocal score)
Librettist
Joseph Viktor von Scheffel
(1826–1886) (Nos.1 to 6)
Wizlav II, Prince of Rügen (1240–1302) (
An Frau Minne
)
Language
German",,,Grand Duke Karl August and Grand Duchess Pauline of Saxony,Romantic,Romantic,"https://imslp.org/wiki/Wartburg-Lieder,_S.345_(Liszt,_Franz)"
Was liebe sei,,,,"Liszt, Franz","S.288/1 ; LW.N7/1 (1st version)
S.288/2 ; LW.N7/2 (2nd version)
S.288/3 ; LW.N7/3 (3rd version)",IFL 422,,1,"1842 (1st version)
1854–55 (2nd version)
1878–79 (3rd version)","1844 (1st version)
1921 (2nd version)
1879 (3rd version)
Librettist
Charlotte von Hagn
(1809–1891)
Language
German",,Grand Duchess Sophie of Weimar (1st version),,Romantic,Romantic,"https://imslp.org/wiki/Was_Liebe_sei,_S.288_(Liszt,_Franz)"
Weihnachtsbaum,クリスマス・ツリー (リスト),"Christmas Tree
;
Arbre de Noël","WorldCat
;
Wikipedia
;
VIAF
:
181034197
;
LCCN
:
n79127771
;
GND
:
300095244","Liszt, Franz","S.185a ; LW.A267 (1st version)
S.186 ; LW.A267 (2nd version)",IFL 423,,"12 pieces:
1st version, S.185a
Psallite (Altes Weihnacthen)
O heilige Nacht!
Die Hirten an der Krippe (In dulci jubilo)
Adeste fideles (gleichsam als Marsch der heiligen drei Konige)
Scherzoso
Reveille-Matin ('Wecker')
Schlummerlied
Alt-provenzalisches Noel [subtitle only]
Abendglocken [subtitle only]
Ehemals [subtitle only]
Ungarisch
Polnisch
2nd version, S.185b (only 1 - 11 survive)
3rd version, S.185c (entire set survives)
4th version, S.186
Altes Weihnacthslied (Psalite) / Old Christmas Song
O heilige Nacht! / O Holy Night
Die Hirten an der Krippe (In dulce jubilo) / The Shepherds at the Manger
Adeste fideles (Gleichsam als Marsch der heiligen drei Könige / March of the Three Holy Kings)
Scherzoso (Man zündet die Kerzen des Baumes an / Lighting the Candles on the Tree)
Carillon / Chimes
Schlummerlied / Slumber Song
Altes provenzalisches Weihnachtslied / Old Provençal Christmas Song
Abendglocken / Evening Bells
Ehemals / Old Times
Ungarisch / Hungarian
Polnisch / Polish","1873–74 (S.185a)
1874–76 (S.186)",1882 (S.186),,Daniela von Bülow (1860–1940),,Romantic,Romantic,"https://imslp.org/wiki/Weihnachtsbaum,_S.186_(Liszt,_Franz)"
Weimars Toten,,,,"Liszt, Franz",S.303 ; LW.N43,IFL 424,,1,1848,"1849
Librettist
Franz von Schober
(1796-1882)
Language
German",,,,Romantic,Romantic,"https://imslp.org/wiki/Weimars_Toten,_S.303_(Liszt,_Franz)"
Weimars Volkslied,,,,"Liszt, Franz",S.313 ; LW.N53,IFL 425,,1,1857,"1857
Librettist
Peter Cornelius
(1824–1874)
Language
German",,,7 minutes,Romantic,Romantic,"https://imslp.org/wiki/Weimars_Volkslied,_S.313_(Liszt,_Franz)"
"Weinen, Klagen, Sorgen, Zagen",,,,"Liszt, Franz",S.179 ; LW.A188,IFL 426,,1 piece,1859,"1863 – Berlin:
Schlesinger",,1829,6 minutes,Romantic,Romantic,"https://imslp.org/wiki/Weinen,_Klagen,_Sorgen,_Zagen,_S.179_(Liszt,_Franz)"
