,Work Title,Composer,Opus/Catalogue Number,I-Catalogue Number,Key,Movements/Sections,Composer Time Period,Piece Style,Instrumentation,url,Alternative Title,Year/Date of Composition,Name Translations,Authorities,Average Duration,First Publication,Dedication,Name Aliases,Language,Copyright Information
289905,Davidsbündlertänze,"Schumann, Robert",Op.6,IRS 22,,"18 character pieces:
Lebhaft
Innig
Mit Humor
Ungeduldig
Einfach
Sehr rasch
Nicht schnell
Frisch
Lebhaft
Balladenmäßig - Sehr rasch
Einfach
Mit Humor
Wild und lustig
Zart und singend
Frisch
Mit gutem Humor
Wie aus der Ferne
Nicht schnell",Romantic,Romantic,Piano,"https://imslp.org/wiki/Davidsb%C3%BCndlert%C3%A4nze,_Op.6_(Schumann,_Robert)",Die Davidsbündler (2nd Ed.) ; 18 Charakterstücke für Klavier,1837?,"ダヴィッド同盟舞曲集
;
Танцы давидсбюндлеров
;
Davidsbündlertänze (Las danzas de la cofradía de David)","WorldCat
;
Wikipedia
;
VIAF
:
177003498
;
GND
:
300144563
;
BNF
:
139629172",,".
1837 – Leipzig:
Friese
Hofmeister's
Monatsbericht
(1838), p.24","Walther von Goethe (
Walter Goethe
, 1818–1885)",Die Davidsbündlertänze,,
00769,Sinfonia in F major,"Bach, Johann Sebastian",BWV 794 ; BC L 49,IJB 861,F major,1 sinfonia,Baroque,Baroque,Piano,"https://imslp.org/wiki/Sinfonia_in_F_major,_BWV_794_(Bach,_Johann_Sebastian)",Sinfonia 8,"1723 in
Inventions and Sinfonias",,,,".
1801 in
15 Sinfonias, BWV 787-801
(No.8)",,,,
05394,Historische ungarische Bildnisse,"Liszt, Franz","S.205 ; LW.A335 (1st version)
S.205a ; LW.A335 (2nd version)",IFL 159,,"7 pieces
Stephan Széchenyi / Széchenyi István
(= S.205/1, S.205a/1)
Joseph Eötvös / Eötvös József
(= S.205/2, S.205a/4)
Michael Vörösmarty / Vörösmarty Mihály
(= S.205/3, S.205a/5)
Ladislaus Teleki / Teleki László
(= S.205/4, S.205a/3)
Franz Deák / Deák Ferenc
(= S.205/5, S.205a/5)
Alexander Petõfi / Petõfi Sándor
(= S.205/6, S.205a/6)
Originally composed in 1877 as
Dem Andenken Petöfis
, S.195
Michael Mosonyi / Mosonyi Mihály
(= S.205/7, S.205a/7)
Originally composed in 1870 as
Mosonyis Grabgeleit
, S.194",Romantic,Romantic,Piano,"https://imslp.org/wiki/Historische_ungarische_Bildnisse,_S.205_(Liszt,_Franz)","Magyar arcképek / Historical Hungarian Portraits
Ungarische Oden",1885,,,,".
1956 (1st version)","1/1. Count István Széchenyi (1791–1860)
2/4. Baron József Eötvös (1813–1871)
3/5. Mihály Vörösmarty (1800–1855)
4/3. Count László Teleki (1811–1861)
5/5. Mihály Vörösmarty (1800–1855)
6/6. Sándor Petõfi (1823–1849)
7/7. Mihály Mosonyi (1815–1870)",,,
00228,Piano Sonata No.17,"Mozart, Wolfgang Amadeus",K.570,IWM 417,B-flat major,"3 movements:
I. Allegro
II. Adagio
III. Allegretto",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.17_in_B-flat_major,_K.570_(Mozart,_Wolfgang_Amadeus)",,1789,"ピアノソナタK.570
;
Piano Sonata No. 17
;
Sonata para piano n.º 17
;
Соната для фортепіано № 17
;
Pianosonate nr. 17
;
Sonata per a piano núm. 17
;
Klaviersonate Nr. 17 (Mozart)
;
Sonate pour piano nº 17 de Mozart
;
Klaviersonate nr. 17 (Mozart)
;
Sonata per pianoforte n. 17
;
Σονάτα για πιάνο No. 17
;
피아노 소나타 17번","WorldCat
;
Wikipedia
;
LCCN
:
no91022938
;
BNF
:
14790087p",,,,"Sonata para piano n º 17
;
Sonata para piano n. 17
;
Sonata para piano n 17
;
KV 570
;
Pianosonate nr. 17 (Mozart)
;
Piano Sonata in B-flat Major, K. 570
;
K. 570",,
06089,Fugue,"Bach, Johann Sebastian",BWV 956 ; BC L152,IJB 214,E minor,1,Baroque,Baroque,Piano,"https://imslp.org/wiki/Fugue_in_E_minor,_BWV_956_(Bach,_Johann_Sebastian)",Fuge,,,,,".
1880",,,,
56685,Minuet,"Mozart, Wolfgang Amadeus",K.355/594a ; K⁶.576b,IWM 300,D major,1 minuet,Classical,Classical,Piano,"https://imslp.org/wiki/Minuet_in_D_major,_K.355/576b_(Mozart,_Wolfgang_Amadeus)",,"1789/90?, Vienna","Menuet en ré majeur pour clavier, KV 355","WorldCat
;
VIAF
:
204582599
;
GND
:
300109504
;
BNF
:
139152859",,".
1801 – Vienna: Mollo (plate 179)",,,,
419637,Piano Sonata No.16,"Beethoven, Ludwig van",Op.31 No.1,ILB 177,G major,"3 movements:
Allegro vivace (G major)
Adagio grazioso (C major)
Rondo. Allegretto (G major)",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.16,_Op.31_No.1_(Beethoven,_Ludwig_van)",,1801–02,"Piano Sonata No. 16
;
Klaviersonate Nr. 16
;
Sonata para piano n.º 16
;
Pianosonaatti nro 16
;
Sonate pour piano nº 16 de Beethoven
;
Sonata per pianoforte n. 16
;
ピアノソナタ第16番
;
피아노 소나타 16번
;
Pianosonate nr. 16
;
Sonata fortepianowa nr 16 Beethovena
;
Соната для фортепиано № 16
;
Соната для фортепіано № 16
;
Sonata per a piano núm. 16
;
Σονάτα για πιάνο No. 16
;
第16號鋼琴奏鳴曲 (貝多芬)","Wikipedia
;
GND
:
300016719
;
BNF
:
148185118",24 minutes,".
1803",,"Piano Sonata No. 16 in G Major, Op. 31, No. 1
;
Pianosonate nr. 16 (Beethoven)
;
Sonata para piano n.º 16 en sol mayor, Op. 31 n.º 1",,
00833,Fantasia and Fugue,"Bach, Johann Sebastian",BWV 944 ; BC L135,IJB 144,A minor,"2 movements:
Fantasia
Fuga",Baroque,Baroque,Piano,"https://imslp.org/wiki/Fantasia_and_Fugue_in_A_minor,_BWV_944_(Bach,_Johann_Sebastian)",Fantasie und Fuge,1714?,,,,".
1843/44 (fantasia), 1820/24 (fugue)",,,,
518271,Two Rondos,"Beethoven, Ludwig van",Op.51,ILB 223,see below,"2 rondos:
Moderato e grazioso (C major)
Andante cantabile e grazioso (G major)",Classical,Classical,Piano,"https://imslp.org/wiki/2_Rondos,_Op.51_(Beethoven,_Ludwig_van)",,1797,,,,".
1802 ca.",Countess Henriette von Lichnowsky (No.2),,,
12153,Fantasia,"Haydn, Joseph","Hob.XVII:4
; (Op.58)",IJH 200,C major,1,Classical,Classical,Piano,"https://imslp.org/wiki/Fantasia_in_C_major,_Hob.XVII:4_(Haydn,_Joseph)",Capriccio,1789,,,,".
1789 – Vienna:
Artaria",,,,
53770,"Ecossaises, D.977","Schubert, Franz",D.977,IFS 171,,8 ecossaises,Romantic,Romantic,Piano,"https://imslp.org/wiki/8_Ecossaises,_D.977_(Schubert,_Franz)",,,,,,,,,,
03200,Fantasia and Fugue,"Bach, Johann Sebastian",BWV 904 ; BC L.136,IJB 143,A minor,2 movements Fantasia - Fugue,Baroque,Baroque,Piano,"https://imslp.org/wiki/Fantasia_and_Fugue_in_A_minor,_BWV_904_(Bach,_Johann_Sebastian)",Fantasie und Fuge,1725?,,,,".
1839",,,,
00218,Piano Sonata No.9,"Mozart, Wolfgang Amadeus",K.311 ; K⁶.284c ; Op.4 No.2,IWM 409,D major,"3 movements:
I. Allegro con spirito
II. Andante con espressione
III. Rondo. Allegro",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.9_in_D_major,_K.311/284c_(Mozart,_Wolfgang_Amadeus)",,1777,"ピアノソナタ第9番
;
Piano Sonata No. 9
;
Sonata para piano n.º 9
;
Pianosonate nr. 9
;
Sonata per a piano núm. 9
;
Klaviersonate Nr. 9
;
Соната для фортепіано № 9 (Моцарт)
;
Sonate pour piano nº 9
;
Klaviersonate nr. 9 (Mozart)
;
Sonata per pianoforte n. 9 (Mozart)
;
Σονάτα για πιάνο No. 9
;
피아노 소나타 9번
;
Соната для клавира № 9 (Моцарт)","WorldCat
;
Wikipedia
;
LCCN
:
n85231500",,,,"Sonata para piano n º 9 en Re mayor, K 311
;
Sonata para piano nº 9 en Re mayor K. 311
;
KV 284c
;
Sonata para piano nº 9 en Re mayor, K 311
;
Sonata para piano n 9 en Re mayor K. 311
;
Sonata para piano n 9 en Re mayor, K. 311
;
Sonata para piano n º 9 en Re mayor K. 311
;
Sonata para piano n 9 en Re mayor, K 311
;
Sonata para piano n.º 9 en Re mayor, K. 311
;
Sonata para piano nº 9 en Re mayor K 311
;
Sonata para piano no 9 en Re mayor K. 311
;
Sonata para piano n. 9
;
Sonata para piano n. 9 en Re mayor K. 311
;
Sonata para piano n 9
;
Sonata para piano n 9 en Re mayor K 311
;
Sonata para piano n.º 9 en Re mayor K. 311
;
Piano Sonata in D Major, K. 311
;
Piano Sonata No.9 in D Major, K. 311/284c
;
Pianosonate in D-Majeur, K. 311
;
Pianosonate No. 9 in D-Majeur, K. 311/284c
;
Pianosonate nr. 9 (Mozart)",,
38561,Graz Waltzes,"Schubert, Franz",D.924 (Op.91),IFS 313,,12 waltzes,Romantic,Romantic,Piano,"https://imslp.org/wiki/12_Grazer_Waltzer,_D.924_(Schubert,_Franz)",,1827 (?),,,,".
1828",,,,
00758,Invention in B-flat major,"Bach, Johann Sebastian",BWV 785 ; BC L 40,IJB 841,B-flat major,1 invention,Baroque,Baroque,Piano,"https://imslp.org/wiki/Invention_in_B-flat_major,_BWV_785_(Bach,_Johann_Sebastian)",Inventio 14,"1723 in
Inventions and Sinfonias",,,,".
1801 in
15 Inventions
(No.14)",,,,
08378,"Allegro de Concert, Op.18","Scriabin, Aleksandr",Op.18,IAS 2,"B
♭
minor",1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Allegro_de_concert,_Op.18_(Scriabin,_Aleksandr)",,1896,,,,".
1897",,,,
03320,Capriccio,"Bach, Johann Sebastian",BWV 993 ; BC L 180,IJB 62,E major,1 capriccio,Baroque,Baroque,Piano,"https://imslp.org/wiki/Capriccio_in_E_major,_BWV_993_(Bach,_Johann_Sebastian)","Capriccio in honorem Johann Christoph Bachii (Ohrdruf
iensis
)",1707 ca. (perhaps 1700s-1710s?),,,5-8 minutes,".
1867 – Griepenkerl","Johann Christoph Bach @organist^
(1671–1721)",,,
08928,Allegro in F-sharp minor and Scherzo in D major,"Schubert, Franz",D.570,IFS 643,,"2 movements
Allegro (F
♯
minor - fragment)
Scherzo
. Allegro vivace —
Trio
(D major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Allegro_and_Scherzo,_D.570_(Schubert,_Franz)",,1817 July (?),,,8 minutes,".
1897 –
Franz Schubert's Werke
,
Breitkopf & Härtel",,,,
53768,Graz Galop,"Schubert, Franz",D.925,IFS 312,C major,1 galop,Romantic,Romantic,Piano,"https://imslp.org/wiki/Grazer_Galopp,_D.925_(Schubert,_Franz)",,,,,,,,,,
03219,Suite,"Bach, Johann Sebastian",BWV 818a ; BC L 25,IJB 1250,A minor,"6 movements:
1. [....] Fort gai (Prélude)
2. Allemande
3. Courante
4. Sarabande
5. Menuet
6. Gigue",Baroque,Baroque,Piano,"https://imslp.org/wiki/Suite_in_A_minor,_BWV_818a_(Bach,_Johann_Sebastian)",,1720-22?,,,,,,,,
03288,Sonata in D,"Bach, Johann Sebastian",BWV 963 ; BC L 182,IJB 606,D major,"5 movements:
[No Name]
[No Name]
[No Name]
Adagio
Theme all' Imitatio Gallina Cuccu",Baroque,Baroque,Piano,"https://imslp.org/wiki/Sonata_in_D_major,_BWV_963_(Bach,_Johann_Sebastian)",,1704? ca.,,,8-9 minutes,".
1867",,,,
117297,Les Sabéennes,"Liszt, Franz",S.408 ; LW.A231,IFL 340,,1 berceuse,Romantic,Romantic,Piano,"https://imslp.org/wiki/Les_Sab%C3%A9ennes,_S.408_(Liszt,_Franz)",Berceuse de l'opéra La reine de Saba de Charles Gounod,1865,,,,".
1865, Mainz:
Schott",,,,
09144,Fantaisie sur des motifs favoris de l'opéra 'La sonnambula',"Liszt, Franz",S.393 ; LW.A56,IFL 104,,1 movement,Romantic,Romantic,Piano,"https://imslp.org/wiki/Fantaisie_sur_des_motifs_favoris_de_l%27op%C3%A9ra_%27La_sonnambula%27,_S.393_(Liszt,_Franz)","Grosse Concert-Fantasie aus der Oper Sonnambula
Fantaisie sur des motifs favoris de l'opéra Somnambula de Bellini","1839–42?, 1853, 1874",,,,".
1842 (1st version)
1853 (2nd version)
1874 (3rd version)",Princess Augusta of Prussia,,,
279691,Theme in Es major,"Schumann, Robert",see WoO 24,IRS 157,E-flat major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Theme_in_E-flat_major_(Schumann,_Robert)",,1854,,,,".
1893",,,,
08413,Valse,"Scriabin, Aleksandr",,IAS 88,G-sharp minor,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Waltz_in_G-sharp_minor_(Scriabin,_Aleksandr)",,1886,,,,".
1953",,,,
08411,Sonata-Fantasie,"Scriabin, Aleksandr",,IAS 78,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Sonata-Fantasie_(Scriabin,_Aleksandr)",,1886,"Sonata-Fantaisie in G-sharp minor
;
Sonate-Fantaisie en sol dièse mineur
;
Sonata-Fantasia per pianoforte (Skrjabin)",Wikipedia,,".
1953",Natalya Sekerina (1877-1958)*,,,
98355,"Années de pèlerinage II, Supplément","Liszt, Franz",S.162 ; LW.A197 ; R.10,IFL 23,,"3 pieces
Gondoliera
. Canzone del Cavaliere Peruchini (La biondina in gondoletta) (= S.162/1)
2nd version of No.3 from
Venezia e Napoli
(S.159/3)
based on the popular song
La Biondina in Gondoletta
by
Giovanni Battista Perucchini
Canzone
(""Nessun maggior dolore""). Canzone del Gondoliere nel Otello di Rossini) (= S.162/2)
based on the theme of the Gondolier's song from Act III of
Otello
by
Gioacchino Rossini
Tarantella da Guillaume Louis Cottrau
. Presto e canzone napolitana (= S.162/3)
2nd version of No.4 from
Venezia e Napoli
(S.159/1)
based on a tarantella by Guillaume Louis Cottrau (1797–1847)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Ann%C3%A9es_de_p%C3%A8lerinage_II,_Suppl%C3%A9ment,_S.162_(Liszt,_Franz)",Venezia e Napoli: Supplément aux Années de pèlerinage seconde volume,1859,"La Gondoliera
;
Gondoliera",,17 minutes,".
1861",,La Gondoliera (Franz Liszt),,
13318,Aus Lohengrin,"Liszt, Franz",S.446 ; LW.A185 ; R.279,IFL 27,,"3 pieces
Festspiel und Brautlied
Based on the Prelude to Act III and the following Bridal Chorus
Elsas Traum
Based on Elsa's Dream from Act I (""Einsam in trüben Tagen"")
Lohengrins Verweis an Elsa
Based on Lohengrin's Rebuke to Elsa (""""Athmest du nicht mit mir"") from Act III",Romantic,Romantic,Piano,"https://imslp.org/wiki/Aus_Lohengrin,_S.446_(Liszt,_Franz)",,1854,,,16 minutes,".
1854",,,,
115106,La romanesca,"Liszt, Franz","S.252a ; LW.A14/1 [1st version]
S.252b ; LW.A14/2 [2nd version]",IFL 333,,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/La_romanesca,_S.252a_(Liszt,_Franz)",Mélodie du 16ième siècle,"1839 (1st version)
?1852 (2nd version)",,,,".
1840 (1st version)
1852 (2nd version)",Herminie Seghers,,,
400765,Ballade No.2,"Chopin, Frédéric",Op.38,IFC 6,F major,1 ballade (Andantino - Presto con fuoco),Romantic,Romantic,Piano,"https://imslp.org/wiki/Ballade_No.2,_Op.38_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1836-39,"Balada em Fá maior
;
Ballade Nr. 2
;
バラード第2番
;
בלדה מס' 2 בפה מז'ור, אופוס 38
;
Ballata n. 2 op. 38
;
Ballada op. 38 (Chopin)
;
Ballade No. 2 in F major, Op. 38
;
Ballade nr. 2 (Chopin)
;
Balada n.º 2 (Chopin)
;
발라드 2번
;
Μπαλάντα αρ. 2 σε Φα ελάσσονα, έργο 38
;
Balada No. 2 en Fa major, Op. 38
;
Ballade N° 2","WorldCat
;
Wikipedia
;
VIAF
:
186105267
;
LCCN
:
no97075730
;
GND
:
300036779
;
BNF
:
14806063f",,".
1839",Robert Schumann,"Balada em Fa maior
;
בלדה מס' 2 בפה מז'ור
;
Op. 38",,
03128,6 Ecossaises,"Schubert, Franz",D.697,IFS 169,A-flat major,6 dances,Romantic,Romantic,Piano,"https://imslp.org/wiki/6_Ecossaises_in_A-flat_major,_D.697_(Schubert,_Franz)",,1820 May,,,,".
1823",,,,
471963,DIvertimento,"Haydn, Joseph",Hob.XVI:9,IJH 177,F major,"3 movements:
Allegro (F major)
Minuet (F major) - Trio (B
♭
major)
Scherzo (F major)",Classical,Classical,Piano,"https://imslp.org/wiki/Divertimento_in_F_major,_Hob.XVI:9_(Haydn,_Joseph)",Klaviersonate Nr.3,1766,,,,".
1895",,,,
04578,Grandes Etudes,"Liszt, Franz",S.137 ; LW.A39,IFL 147,,"12 pieces
Presto (C major)
Molto vivace (A minor)
Poco adagio (F major)
Allegro patetico (D minor)
Egualmente (B
♭
major)
Largo patetico (G minor)
Allegro deciso (E
♭
major)
Presto strepitoso (C minor)
Andantino (A
♭
major)
Presto molto agitato (F minor)
Lento assai (D
♭
major)
Andantino (B
♭
minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Grandes_%C3%A9tudes,_S.137_(Liszt,_Franz)",12 Grandes Etudes ; 48 Grandes Etudes,1837–39?,,,,".
1839","Carl Czerny
(1791–1857)",,,
286008,Hungarian Rhapsody No.2,"Liszt, Franz",S.244/2 ; LW.A132/2,IFL 164,C-sharp minor,"1 rhapsody
Lento a capriccio (448 bars)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Hungarian_Rhapsody_No.2,_S.244/2_(Liszt,_Franz)",Lento a capriccio,1847,"匈牙利狂想曲第二号
;
匈牙利狂想曲第二號
;
Rapsódia húngara n.º 2
;
راپسودی مجار شماره ۲
;
Rhapsodie hongroise nº 2 de Liszt
;
Rapsodia húngara n.º 2
;
Hungarian Rhapsody No. 2
;
ฮังกาเรียนแรพโซดีหมายเลข 2
;
Hongaarse Rhapsodie Nr. 2
;
Rapsodia ungherese n.2
;
Ungarische Rhapsodie Nr. 2
;
Rapsòdia hongaresa n. 2
;
Ουγγρική Ραψωδία No. 2
;
Ungarsk rapsodi nr. 2
;
Uherská rapsodie č. 2
;
Венгерская рапсодия № 2
;
Угорська рапсодія № 2
;
Madžarska rapsodija št. 2","WorldCat
;
Wikipedia
;
LCCN
:
n82162724
;
BNF
:
13970451k",,".
1851",László Teleky (1811–1861),"Rapsódia Húngara No. 2
;
راپسودی مجار شمارهٔ ۲
;
راپسودی مجار شمارهٔ 2
;
راپسودی مجار شماره 2
;
راپسودی مجار
;
Rapsodia hungara n. 2
;
Rapsodia húngara n º 2
;
Rapsodia hungara n.º 2
;
Rapsodia hungara n 2
;
Rapsodia húngara nº2
;
Rapsodia hungara nº 2
;
Rapsodia hungara nº2
;
Rapsodia húngara nº 2
;
Rapsodia húngara n 2
;
Hungarian Rhapsody No. 2 in C-sharp Minor, S. 244/2
;
Segona rapsòdia hongaresa
;
2a rapsòdia hongaresa
;
Hongaarse rapsodie nr. 2",,
57385,Rondo à la mazur,"Chopin, Frédéric",Op.5 ; Paderewski XII/2 ; Turlo 193,IFC 96,F major,Vivace,Romantic,Romantic,Piano,"https://imslp.org/wiki/Rondo_%C3%A0_la_mazur,_Op.5_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1825 or 1826,"Rondo à la mazur in F major, Op. 5
;
マズルカ風ロンド
;
Rondò a la Mazur op. 5
;
Rondó a la mazur
;
Rondo op. 5 (Chopin)","WorldCat
;
Wikipedia
;
LCCN
:
n87800216",,".
1828 February – Warsaw: Brzezina",Countess Alexandrine de Marioles,"ロンド・ア・ラ・マズル
;
マズルカ風のロンド
;
ロンド・ア・ラ・マズール",,
00755,Invention in G minor,"Bach, Johann Sebastian",BWV 782 ; BC L 37,IJB 849,,1 invention,Baroque,Baroque,Piano,"https://imslp.org/wiki/Invention_in_G_minor,_BWV_782_(Bach,_Johann_Sebastian)",Inventio 11,"1723 in
Inventions and Sinfonias",,,,".
1801 in
15 Inventions
(No.11)",,,,
00751,Invention in E-flat major,"Bach, Johann Sebastian",BWV 776 ; BC L 31,IJB 845,E-flat major,1 invention,Baroque,Baroque,Piano,"https://imslp.org/wiki/Invention_in_E-flat_major,_BWV_776_(Bach,_Johann_Sebastian)",Inventio 5,"1723 in
Inventions and Sinfonias",,,,".
1801 in
15 Inventions
(No.5)",,,,
485248,Toccata,"Bach, Johann Sebastian",BWV 910 ; BC L146,IJB 634,F-sharp minor,[No Tempo] - 199 bars,Baroque,Baroque,Piano,"https://imslp.org/wiki/Toccata_in_F-sharp_minor,_BWV_910_(Bach,_Johann_Sebastian)",,1712,,,,".
1837",,,,
00365,4 Impromptus,"Schubert, Franz",D.935 ; Op.142,IFS 367,,"4 impromptus:
Allegro moderato (F minor)
Allegretto (A
♭
major)
Theme and 5 variations
(B
♭
major)
Allegro scherzando (F minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/4_Impromptus,_D.935_(Schubert,_Franz)",Vier Impromptus,1827,,,,,,,,
400441,6 Variations on a Swiss song,"Beethoven, Ludwig van",WoO 64,ILB 316,F major,"theme, 6 variations, coda:
Theme. Andante con moto (F major)
Variation 1 (F major)
Variation 2 (F major)
Variation 3 (F minor)
Variation 4 (F major)
Variation 5 (F major)
Variation 6 (F major)
Coda (F major)",Classical,Classical,Piano,"https://imslp.org/wiki/6_Variations_on_a_Swiss_song,_WoO_64_(Beethoven,_Ludwig_van)",6 Piano Variations on the Swiss Song “Es hätt e' Buur e' Töchterli”,1790,"Variationen über ein Schweizer Lied
;
Six variations on a Swiss song for piano or harp",,,".
1798",,Sechs Variationen über ein Schweizer Lied,,
115172,Fantasie,"Chopin, Frédéric",Op.49,IFC 23,F minor,"Marcia
. Grave (332 bars)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Fantaisie,_Op.49_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1841,"Fantaisie en fa mineur
;
Fantaisie in F minor
;
Fantasie op. 49
;
Fantazja op. 49 (Chopin)
;
幻想曲 (ショパン)
;
Fantasía para piano (Chopin)
;
幻想曲
;
Fantasia op. 49
;
Фантазия във фа минор
;
환상곡",Wikipedia,,".
1841",Catherine de Souzzo,"Fantaisie op. 49 (Chopin)
;
Fantaisie op.49 (Chopin)
;
Fantasie op. 49 (Chopin)
;
Fantasía de Chopin
;
Fantasia para piano (Chopin)
;
Fantasia de Chopin",,
279688,Symphonic Etudes,"Schumann, Robert",Op.13,IRS 151,,"Theme, 11 Etudes/Variations (9 in 2nd ed)
(5 suppl. variations), Finale",Romantic,Romantic,Piano,"https://imslp.org/wiki/Symphonic_Etudes,_Op.13_(Schumann,_Robert)","Symphonische Etüden in Orchesterkarakter for Piano von Florestan und Eusebius (first version)
Second version: Etudes en formes de Variations",1834,"Studi sinfonici
;
Symphonic Studies
;
Études symphoniques
;
交響的練習曲
;
Estudos Sinfônicos
;
Симфонічні етюди
;
Симфонические этюды
;
Sinfonische Etüden
;
교향적 연습곡
;
交响练习曲
;
Estudios sinfónicos (Schumann)","WorldCat
;
Wikipedia
;
VIAF
:
174508163
;
LCCN
:
n81055337
;
GND
:
300144660
;
BNF
:
13918930p",,".
1835",William Sterndale Bennett,"Études symphoniques, Op. 13
;
Symphonic Etudes, Op. 13",,
01326,Prelude and Fugue in G major,"Bach, Johann Sebastian",BWV 541 ; BC J 22,IJB 541,G major,"3 sections (Original Version), 2 sections (Revised Version):
Original Version:
Præludium (G major, 3/4, Vivace, 82 mm.) -
Trio (E minor, 3/8, Un poc' allegro, 97 mm.) (BWV 528/3) -
Fuga (G major, C, ?, 83 mm.)
Revised Version:
Præludium (G major, 3/4, Vivace, 82 mm.) -
Fuga (G major, C, ?, 83 mm.)",Baroque,Baroque,Piano,"https://imslp.org/wiki/Prelude_and_Fugue_in_G_major,_BWV_541_(Bach,_Johann_Sebastian)","Prelude, Trio and Fugue in G major
Præludium et Fuga in G","1712-17 ca. (Original Version)
1733 (Revised Version)",,,,".
1831 ca., Peters edition",,,,
51552,Drei Romanzen,"Schumann, Robert",Op.28,IRS 133,,"3 pieces:
Sehr markiert (B
♭
minor)
Einfach (F
♯
major)
Sehr markiert (B major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/3_Romanzen,_Op.28_(Schumann,_Robert)",3 Romances,1839,,,15 minutes,,,,,
75281,Cinq Préludes,"Scriabin, Aleksandr",Op.74,IAS 71,,"5 preludes:
I. Douloureux déchirant
II. Très lent, contemplatif
III. Allegro drammatico
IV. Lent, vague, indécis
V. Fier, belliqueux",Romantic,Early 20th century,Piano,"https://imslp.org/wiki/5_Preludes,_Op.74_(Scriabin,_Aleksandr)",,1914,,,,".
1914",,,,
04322,8 Kleine Präludien und Fugen,"Bach, Johann Sebastian",BWV 553–560 ; BC.J28–J35,IJB 348,,"8 preludes and fugues:
Prelude and Fugue in C major, BWV 553
Prelude (57 bars); Fugue (26 bars)
Prelude and Fugue in D minor, BWV 554
Prelude (31 bars); Fugue (30 bars)
Prelude and Fugue in E minor, BWV 555
Prelude (25 bars); Fugue (72 bars)
Prelude and Fugue in F major, BWV 556
Prelude (58 bars); Fugue (29 bars)
Prelude and Fugue in G major, BWV 557
Prelude (25 bars); Fugue (35 bars)
Prelude and Fugue in G minor, BWV 558
Prelude (37 bars); Fugue (45 bars)
Prelude and Fugue in A minor, BWV 559
Prelude (18 bars); Fugue (52 bars)
Prelude and Fugue in B-flat major, BWV 560
Prelude (36 bars); Fugue (56 bars)",Baroque,Baroque,Piano,"https://imslp.org/wiki/8_Kleine_Pr%C3%A4ludien_und_Fugen,_BWV_553-560_(Bach,_Johann_Sebastian)",,,"Eight Short Preludes and Fugues
;
Acht kleine Preludes en Fuga's
;
Acht kleine Präludien und Fugen
;
Huit petits préludes et fugues","WorldCat
;
Wikipedia
;
VIAF
:
179428019
;
LCCN
:
n82043174
;
GND
:
300010788
;
BNF
:
13909675v",,".
1852 – Leipzig:
Peters
(ed. Griepenkerl, Roitzsch)
Hofmeister's
Monatsbericht
(1852), p.185",,Acht kleine preludes en fuga's,,
