,Work Title,Composer,Opus/Catalogue Number,I-Catalogue Number,Key,Movements/Sections,Composer Time Period,Piece Style,Instrumentation,url,Alternative Title,First Publication,Name Translations,Name Aliases,Authorities,Year/Date of Composition,Dedication,Average Duration,Copyright Information,Language,Librettist
254841,Divertissement,"Dubois, Théodore",Op.19,ITD 28,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Divertissement,_Op.19_(Dubois,_Th%C3%A9odore)",,".
1870 – Paris:
Heugel et Cie",,,,,Albert Lavignac,,,,
491237,Japanese Dances,"Mullen, Alfred Frederic",,IAM 29,,3 dances,Romantic,Romantic,Piano,"https://imslp.org/wiki/Japanese_Dances_(Mullen,_Alfred_Frederic)",,".
1900",,,,,,,,,
251938,Innocence,"Wallace, William Vincent",,IWW 45,E major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Innocence_(Wallace,_William_Vincent)","Innocence, Romance for the Pianoforte",".
1850 – New York:
William Hall & Son",,,,,,,,,
517939,Fleur des Alpes,"Battmann, Jacques-Louis",Op.55,IJB 141,D major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Fleur_des_Alpes,_Op.55_(Battmann,_Jacques-Louis)",Fantaisie-valse sur la romance de J. B. Wekerlin,".
1855",,,,,à Madame Servier,,"Publication noted in the
Bibliographie de la France
:
44
e
année, Nº 31, 4 Août 1855, p.641, reg.559.",,
380828,"Les belles de Newport, Op.113","Maylath, Henry",Op.113,IHM 15,D-flat major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Les_belles_de_Newport,_Op.113_(Maylath,_Henry)",Grand galop de concert,".
1881 – New York: Spear & Dehnhoff.",,,,,"Jas. H. Wilson, Esq. of Newport, R.I.",,,,
54486,"Grande Fantaisie on Meyerbeer's 'Les Huguenots', Op.44","Smith, Sydney",Op.44,ISS 80,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Grande_fantaisie_on_%27Les_Huguenots%27,_Op.44_(Smith,_Sydney)",,".
1864",,,,,,,,,
411617,El secreto de una dama,"González del Valle, Anselmo",Op.18,IAG 17,,2,Romantic,Romantic,Piano,"https://imslp.org/wiki/El_secreto_de_una_dama,_Op.18_(Gonz%C3%A1lez_del_Valle,_Anselmo)",,,,,,,,,,,
409035,Ko-kli-ko,"Lamothe, Georges",Op.90,IGL 30,G major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Ko-kli-ko,_Op.90_(Lamothe,_Georges)",Polka chinoise,".
1870",,,,,Hommage à Mademoiselle Antonine Devred,,"Publication noted in the
Bibliographie de la France
:
2e série, 59e année, Nº 16, 16 Avril 1870, p.182, reg.1024.",,
98669,"Fantaisie brillante on Flotow's Martha, Op.30","Smith, Sydney",Op.30,ISS 57,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Fantaisie_Brillante_on_%27Martha%27,_Op.30_(Smith,_Sydney)",,".
1864 (2h); 1866 (4h)",,,,,Miss Constance Bentley,,,,
240656,"3 Favorite Themes from the opera 'Preciosa', with variations","Kuhlau, Friedrich",Op.53,IFK 91,G major,3,Romantic,Romantic,Piano,"https://imslp.org/wiki/3_Th%C3%A8mes_favorits_de_l%27opera_%27Preciosa%27,_Op.53_(Kuhlau,_Friedrich)","Variations on Themes from C. M. von Weber's 'Preciosa' ; Trois thêmes favorits de l'opera Préciosa; musique de C.M. de Weber, variés pour le piano-forte, Op.53 Nos.1-3",".
1822/23",,,,,,,,,
381547,Morceau Caracteristique,"Maylath, Henry",,IHM 85,E-flat major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Little_Birdling%27s_Love_Song_(Maylath,_Henry)",,,,,,,,,,,
10375,Souvenir de Henselt,"Maylath, Henry",Op.60,IHM 146,F major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Souvenir_de_Henselt,_Op.60_(Maylath,_Henry)",Romance en forme d'étude,".
1870",,,,,Charles G. Pond,,,,
388866,3 Solos de concours,"Bertini, Henri",Op.167,IHB 40,,"3 pieces
Allegro agitato
Allegretto grazioso
Rondo alla polacca",Romantic,Romantic,Piano,"https://imslp.org/wiki/3_Solos_de_concours,_Op.167_(Bertini,_Henri)",,".
1847",,,,,,,,,
518422,Les petites amies,"Battmann, Jacques-Louis",,IJB 60,see section listing,"3 dances:
Petite polka (C major)
Petite mazurka (C major)
Petite valse (G major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Les_petites_amies_(Battmann,_Jacques-Louis)",3 petites danses très-faciles,".
1879",,,,,,,"Publication noted in the
Bibliographie de la France
:
68e année, 2e série, Nº 12, 22 Mars 1879, p.185, reg.891.",,
409625,La reina de las aguas,"Lamothe, Georges",,IGL 50,F major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/La_reina_de_las_aguas_(Lamothe,_Georges)",Tanda de valses,,,,,,,,,,
380954,Schottische Elegante,"Maylath, Henry",,IHM 61,E-flat major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Glistening_Spray_(Maylath,_Henry)",,,,,,,,,,,
381578,President Garfield's Funeral March,"Maylath, Henry",,IHM 122,G minor,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/President_Garfield%27s_Funeral_March_(Maylath,_Henry)",,,,,,,,,,,
330109,"Rapsodia asturiana No.1, Op.13","González del Valle, Anselmo",Op.13,IAG 11,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Rapsodia_asturiana_No.1,_Op.13_(Gonz%C3%A1lez_del_Valle,_Anselmo)",,,,,,,Dolores,,,,Spanish folk songs
92140,Maiblümchen: 25 kleine und leichte Kinderstücke,"Oesten, Theodore",Op.61,ITO 34,,25,Romantic,Romantic,Piano,"https://imslp.org/wiki/Maibl%C3%BCmchen,_Op.61_(Oesten,_Theodore)",Mayflowers ; Fleur de Mai,,,,,,,,,,
411604,Odaliska,"González del Valle, Anselmo",,IAG 8,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Odaliska_(Gonz%C3%A1lez_del_Valle,_Anselmo)",Capricho-Polka,,,,,,,,,,
468224,12 Études artistiques,"Wolff, Édouard",Op.192,IEW 12,,12 studies,Romantic,Romantic,Piano,"https://imslp.org/wiki/12_%C3%89tudes_artistiques,_Op.192_(Wolff,_%C3%89douard)",,,,,,,,,,,
522846,Un soupir de Faust,"Battmann, Jacques-Louis",Op.252,IJB 187,G minor,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Un_soupir_de_Faust,_Op.252_(Battmann,_Jacques-Louis)",Pensée fugitive,".
1866",,,,,à Madame Marie Grilhon,,"Publication noted in the
Bibliographie de la France
:
55e année, 2e série, Nº 49, 8 Décembre 1866, p.575, reg.2794.",,
57634,Pour le Piano,"Debussy, Claude",CD 95 ; L.95,ICD 69,,"3 movements:
Prélude
Sarabande
Toccata",Romantic,Romantic,Piano,"https://imslp.org/wiki/Pour_le_piano_(Debussy,_Claude)",,".
1901 - Paris:
E. Fromont","ピアノのために
;
为钢琴而作
;
Сюита для фортепиано (Дебюсси)",,"WorldCat
;
Wikipedia
;
VIAF
:
185087604
;
BNF
:
13911431z","1894-1901
First Perf
ormance
.
1902-01-11 in Paris, Salle Érard,
Société Nationale de Musique
Ricardo Viñes
(piano)","see below
Mlle. Worms de Rimilly
Mme. E. Rouart (Yvonne Lerolle)
Nicolas G. Coronio",,,,
416591,Gigue in D minor,"Reinecke, Carl",,ICR 28,D minor,1 (Vivace),Romantic,Romantic,Piano,"https://imslp.org/wiki/Gigue_in_D_minor_(Reinecke,_Carl)",,".
1877 – Braunschweig:
Julius Bauer",,,,,,,,,
409039,Turquoise-polka,"Lamothe, Georges",Op.138,IGL 64,A minor,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Turquoise-polka,_Op.138_(Lamothe,_Georges)",,".
1874",,,,,Homage à Madame Valentine de la Tour,,"Publication noted in the
Bibliographie de la France
:
2e série, 63e année, Nº 5, 31 Janvier 1874, p.57, reg.377.",,
90286,1er Impromptu pour piano,"Chavagnat, Edouard",Op.164,IEC 22,A-flat major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Impromptu_No.1,_Op.164_(Chavagnat,_Edouard)",,,,,,,A mon bien cher maître A.Marmontel,,,,
210035,Im Rosengefilde,"Oesten, Theodore",Op.318,ITO 24,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Im_Rosengefilde,_Op.318_(Oesten,_Theodore)","Idylle
Among the Roses",".
1865 – Leipzig:
C.F.W. Siegel",,,,,,,,,
300461,12 Études-caprices,"Chavagnat, Edouard",,IEC 16,,12 pieces,Romantic,Romantic,Piano,"https://imslp.org/wiki/12_%C3%89tudes-caprices_(Chavagnat,_Edouard)",,".
1886 ca. – Paris: Henri Thauvin",,,,,Antoine François Marmontel,,,,
266429,Souvenir d'un beau jour,"Battmann, Jacques-Louis",Op.174,IJB 32,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Souvenir_d%27un_beau_jour,_Op.174_(Battmann,_Jacques-Louis)",Mélodie pour piano,".
1863/4 – Paris: Émile Chatot",,,,,à Mademoiselle Mélanie Chatot,,"Publication noted in the
Bibliographie de la France
, 2d Series, Vol.8, No.1, 2 January 1864, p.9, reg. no.1 (possibly published late 1863).",,
98707,Thoughts of Home,"Smith, Sydney",Op.91,ISS 125,A minor,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Thoughts_of_Home,_Op.91_(Smith,_Sydney)",Loin de la Patrie ; Pensée maritime,".
1870? with piano duet version ca.1880",,,,,,,,,
59016,Le réveil du printemps,"Lamothe, Georges",,IGL 51,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Le_r%C3%A9veil_du_printemps_(Lamothe,_Georges)",Polka-Mazurka,,,,,,,,,,
330106,"Rapsodia española, Op.19","González del Valle, Anselmo",Op.19,IAG 16,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Rapsodia_espa%C3%B1ola,_Op.19_(Gonz%C3%A1lez_del_Valle,_Anselmo)",,,,,,,Leo de Silka (=  Leonardo Moyua Alzaga),,,,
184289,Le tournoi,"Wolff, Édouard",Op.151,IEW 37,E-flat major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Le_tournoi,_Op.151_(Wolff,_%C3%89douard)",Valse brillante,".
1848 – Mainz:
B. Schott's Söhne",,,,,Cécile Boensch,,,,
54713,Au Revoir,"Smith, Sydney",Op.216,ISS 11,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Au_Revoir,_Op.216_(Smith,_Sydney)",Mélodie Romantique,".
1887",,,,,,,,,
255976,Bluette-pastorale,"Dubois, Théodore",Op.11,ITD 15,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Bluette-pastorale,_Op.11_(Dubois,_Th%C3%A9odore)",,".
1868 – Paris:
Heugel et Cie",,,,,à Mademoiselle Mongin,,,,
113684,La Babillarde,"Maylath, Henry",Op.305,IHM 8,C major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/La_Babillarde,_Op.305_(Maylath,_Henry)",Morceau de genre,".
1885 – New York: Grand Conservatory of Music Publishing Company",,,,,,,,,
36679,"Tarantelle brillante, Op.8","Smith, Sydney",Op.8,ISS 123,E minor,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Tarantelle_brillante,_Op.8_(Smith,_Sydney)","Tarentelle brillante, Op.8",,,,,,,,,,
409416,Nuages d'or,"Lamothe, Georges","Op.178 [also assigned to
Royale-gavotte
]",IGL 39,C major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Nuages_d%27or,_Op.178_(Lamothe,_Georges)",Valse,".
1877",,,,,à Monsieur André Vidal,,"Publication noted in the
Bibliographie de la France
:
2e série, 66e année, Nº 15, 14 Avril 1877, p.212, reg.977.",,
381639,Tranquility,"Maylath, Henry",,IHM 155,A-flat major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Tranquility_(Maylath,_Henry)",Idyl,,,,,,,,,,
54391,"Orient, Op.215","Chavagnat, Edouard",Op.215,IEC 27,,"10 pieces:
Aurore
Caravane
Les Bateliers
Fantaisie arabe
Dans les gorges du Chabet
Berceuse
Harmonie du soir
Voix aériennes
Oiseaux de nuit
Orage et Lever du jour",Romantic,Romantic,Piano,"https://imslp.org/wiki/Orient,_Op.215_(Chavagnat,_Edouard)",Suite pour piano,".
1910",,,,,"au maître
Jules Massenet",,,French,
253999,Souvenir de Naples,"Wallace, William Vincent",,IWW 62,A-flat major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Souvenir_de_Naples_(Wallace,_William_Vincent)",Barcarolle,".
1854 – New York:
William Hall & Son",,,,,William Mason,5 minutes,,,
350292,Twelfth Night,"Mullen, Alfred Frederic",,IAM 53,,"3 Pieces
1. Shadow Dance
2. Twilight Dance
3. Torchlight Dance",Romantic,Romantic,Piano,"https://imslp.org/wiki/Twelfth_Night_(Mullen,_Alfred_Frederic)",Three Incidental Dances,".
1900",,,,,,,,,
381648,Seconde Valse de Concert,"Maylath, Henry",,IHM 160,D-flat major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Valse_de_Concert,_No.2_(Maylath,_Henry)",,,,,,,À Mademoiselle Martha Warburton,,,,
216645,Ricordatti,"Albéniz, Isaac",Op.96,IIA 38,D minor,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Ricordatti,_Op.96_(Alb%C3%A9niz,_Isaac)",Mazurka de salon,".
1888",,,,,To the composer's wife,,,,
517138,Petite fantaisie sur 'Aben-Hamet',"Battmann, Jacques-Louis",Op.452,IJB 232,C major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Petite_fantaisie_sur_%27Aben-Hamet%27,_Op.452_(Battmann,_Jacques-Louis)","Aben-Hamet, opéra de Théodore Dubois. Petite fantaisie très facile",".
1885",,,,,,,"Publication noted in the
Bibliographie de la France
:
74e année, 2e série, Nº 10, 7 Mars 1885, p.133, reg.887.",,
380892,Mazurka,"Maylath, Henry",,IHM 49,C major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Esmeralda_(Maylath,_Henry)",,,,,,,To Mrs. John H. Ireland,,,,
59968,Marche Funebre,"Smith, Sydney",Op.175,ISS 94,,3,Romantic,Romantic,Piano,"https://imslp.org/wiki/Marche_Funebre,_Op.175_(Smith,_Sydney)",,".
1881",,,,,,,,,
98672,"Brilliant Fantasia on 'The March of the Men of Harlech', Op.15","Smith, Sydney",Op.15,ISS 20,"D
♭
major","5 (introduction, theme and 3 variations)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Brilliant_Fantasia_on_%27The_March_of_the_Men_of_Harlech%27,_Op.15_(Smith,_Sydney)",The Celebrated Welsh Air. Grande Fantaisie Brillante.,".
1862?",,,,,Miss Bessie Angelo,,,,
203663,Italiana,"Wallace, William Vincent",,IWW 47,G major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Italiana_(Wallace,_William_Vincent)",Italiana Polka,".
1855 – Louisville, Ky.: David P. Faulds",,,,,Miss Emma Knight,,,,
54696,Air Danoise,"Smith, Sydney",Op.136,ISS 3,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Air_Danoise,_Op.136_(Smith,_Sydney)",,".
1877",,,,,,,,,
292946,The Valley of Repose,"Mullen, Alfred Frederic",,IAM 54,,"4 pieces
1. Night Thoughts
2. The Water Nymph
3. At Twilights Magic Hour
4. The Meeting of the Waters",Romantic,Romantic,Piano,"https://imslp.org/wiki/The_Valley_of_Repose_(Mullen,_Alfred_Frederic)",Four Impressions,".
1919",,,,,,,,,
249770,Fantasie de salon sur l'opera 'La sonnambula',"Wallace, William Vincent",,IWW 20,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Fantasie_de_salon_sur_%27La_sonnambula%27_(Wallace,_William_Vincent)",Souvenir de Bellini ; Fantasie de salon sur l'opera La somnambula,".
1855 – New York:
William Hall & Son",,,,,,6 minutes,,,
98662,Mountain Stream,"Smith, Sydney",Op.13,ISS 102,D-flat major,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Mountain_Stream,_Op.13_(Smith,_Sydney)","Le torrent de la Montagne, Morceau pour piano
Characteristic Piece",".
1862 - London:
Augener
Atheneum",,,,,,,,,
54692,Arcadia,"Smith, Sydney",Op.95,ISS 8,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Arcadia,_Op.95_(Smith,_Sydney)",Scene à la Watteau,".
1871",,,,,,,,,
488458,3 Nocturnes,"Wolff, Édouard",Op.134,IEW 41,,3 pieces,Romantic,Romantic,Piano,"https://imslp.org/wiki/3_Nocturnes,_Op.134_(Wolff,_%C3%89douard)",,,,,,,"à son ami
Jules Armingaud",,,,
367420,Polonaise in E major,"Merkel, Gustav Adolf",,IGM 42,E major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Polonaise_in_E_major_(Merkel,_Gustav_Adolf)",,,,,,,,,,,
380881,Morceau,"Maylath, Henry",,IHM 36,G major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Dreamland_(Maylath,_Henry)",,,,,,,,,,,
380955,for Juvenile Players,"Maylath, Henry",,IHM 62,,"6 pieces
1. Rondo - My First Piece
2. Waltz - My Dolly's Tune
3. March - Ready for Fight
4. Polka - Gentil
5. Waltz - The Bouguet
6. Cavatina - Happy Meeting",Romantic,Romantic,Piano,"https://imslp.org/wiki/Golden_Album_Leaves_(Maylath,_Henry)",,,,,,,,,,,
380876,Grand march,"Maylath, Henry",,IHM 28,B-flat major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Colombia%27s_Victory_March_(Maylath,_Henry)",,,,,,,,,,,
380819,Descriptive piece,"Maylath, Henry",Op.75,IHM 17,E-flat major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/The_Bells_of_the_Village_Church,_Op.73_(Maylath,_Henry)",,,,,,,To his friend J.H. Schroeder,,,,
380800,Caprice Brillant,"Maylath, Henry",Op.38,IHM 24,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Caprice_Brillant,_Op.38_(Maylath,_Henry)",,,,,,,George Gipner,,,,
381586,Rustic Polka,"Maylath, Henry",,IHM 135,D major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Rustic_Polka_(Maylath,_Henry)",,,,,,,,,,,
239275,Danse des fantômes,"Smith, Sydney",Op.200,ISS 41,B-flat minor,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Danse_des_fant%C3%B4mes,_Op.200_(Smith,_Sydney)","Morceau dramatique
Fantastic Dance",".
1884 – Mainz:
Schott",,,,,,,,,
35576,Songes à la forêt,"Smith, Sydney",Op. 26,ISS 118,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Songes_a_la_Foret,_Op.26_(Smith,_Sydney)",Chanson sans paroles / Dreams of the Forest,".
1867",,,,,,,,,
519194,Six fantaisies sur les thèmes des opéras célèbres,"Battmann, Jacques-Louis",Op.228,IJB 216,see section listing,"6 fantasias:
Don Juan (C major) — Based on
Don Giovanni
by
Mozart
La gazza ladra (G major) — Based on
La gazza ladra
by
Rossini
La sonnambula (C major) — Based on
La sonnambula
by
Bellini
Idoménée (C major) — Based on
Idomeneo
by
Mozart
La Norma (F major) — Based on
Norma
by
Bellini
L'elisire d'amore (C major) — Based on
L'elisir d'amore
by
Donizetti",Romantic,Romantic,Piano,"https://imslp.org/wiki/6_Fantaisies,_Op.228_(Battmann,_Jacques-Louis)",,".
1866",,,,,,,"Publication noted in the
Bibliographie de la France
:
55e année, 2e série, Nº 33, 18 Août 1866, p.382, reg.1866.",,
499318,Matutina,"Chavagnat, Edouard",Op.222,IEC 65,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Matutina,_Op.222_(Chavagnat,_Edouard)",Aubade napolitaine,,,,,,mon excellente élève Edmèe Drouin,,,,
39286,Barcarole,"Merkel, Gustav Adolf",Op.63,IGM 9,A major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Barcarole,_Op.63_(Merkel,_Gustav_Adolf)",,".
1873",,,,,Dem Fräulein Martha Timäus,,,,
30462,Poèmes Virgiliens,"Dubois, Théodore",,ITD 74,,"6 pieces
Tityre (A minor)
Tityre, tu patulae recubans sub tegmine fagi. Silvestrem tenui Musam meditaris avena.
Galatea (F major)
Et fugit ad salices, et se cupit ante videri.
Daphnis (G minor)
Exstinctum Nymphae crudeli funere Daphnim. Flebant:
Les abeilles (E
♭
major)
Illae continuo saltus silvasque peragrant.
Purpureosque metunt flores et flumina libant. Summa leves.
Le Léthé (D major)
Animae, quibus altera fato. Corpora debentur, lethaei ad fluminis undam.
Securos latices et longa oblivia potant.
Diana (G major)
Qualis in Eurotae ripis aut per iuga Cynthi. Exercet Diana choros.",Romantic,Romantic,Piano,"https://imslp.org/wiki/Po%C3%A8mes_Virgiliens_(Dubois,_Th%C3%A9odore)",,".
1898 – Paris:
Heugel",,,,,"see below
à Madame H. Jossic (
Madeleine Jaeger
(1868-1905))
à
Louis Diémer
(1843–1919)
à
Léon Delafosse
(1874–1951)
à
Raoul Pugno
(1852–1914)
à Mademoiselle
Rose Depecker
(1869–1919)
à
Antonin Marmontel
(1850–1907)",,,,
520432,La semaine des jeunes pianistes,"Battmann, Jacques-Louis",Op.279,IJB 77,see section listing,"6 pieces:
Fantaisie-valse (C major) —
à Mlle. Jeanne Marsillon
Musette (F major) —
à Mlle. Germaine d'Orient de Bellegarde
Tyrolienne (C major) —
à Mr. Eugène Petit
Mélodie (G major) —
à Mlle. Gabrielle Poignée
Polonaise (C major) —
à Mlle. Henriette Vieille
Barcarolle (D major) —
à Mlle. Marguerite Jacotey",Romantic,Romantic,Piano,"https://imslp.org/wiki/La_semaine_des_jeunes_pianistes,_Op.279_(Battmann,_Jacques-Louis)",,".
1869",,,,,see section listing,,"Publication noted in the
Bibliographie de la France
:
58e année, 2e série, Nº 17, 24 Avril 1869, p.201, reg.1318.",,
241670,Einleitung und Doppelfuge,"Merkel, Gustav Adolf",Op.105,IGM 15,A minor,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Einleitung_und_Doppelfuge,_Op.105_(Merkel,_Gustav_Adolf)",,".
1876 – Leipzig:
J. Rieter-Biedermann",,,,,Herrn Organist Friedrich Rissmann,,,,
491270,Lotus-Land,"Mullen, Alfred Frederic",,IAM 30,,"4 pieces
Mirage
Arabesque
A Dance of Delight
Song of the Lotus Lily",Romantic,Early 20th century,Piano,"https://imslp.org/wiki/Lotus-Land_(Mullen,_Alfred_Frederic)",Four Impressions,".
1916",,,,,,,,,
521181,Muguette,"Battmann, Jacques-Louis",,IJB 86,F major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Muguette_(Battmann,_Jacques-Louis)",Polka facile et sans octaves,".
1867",,,,,à Mademoiselle Amina Clerc de Landresse,,"Publication noted in the
Bibliographie de la France
:
57e année, 2e série, Nº 3, 18 Janvier 1868, p.29, reg.131.",,
381553,Matilda Lanciers,"Maylath, Henry",,IHM 92,E-flat major,5 lanciers,Romantic,Romantic,Piano,"https://imslp.org/wiki/Matilda_Lanciers_(Maylath,_Henry)",,,,,,,,,,,
32807,3 Chansons polonaises,"Wolff, Édouard",Op.136,IEW 6,,3 chansons,Romantic,Romantic,Piano,"https://imslp.org/wiki/3_Chansons_polonaises,_Op.136_(Wolff,_%C3%89douard)",3 Chansons polonaises originales sans paroles,,,,,,"à son ami
Henry Panofka",,,,
380855,A Musical Dialogue,"Maylath, Henry",Op.299,IHM 20,B-flat major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/The_Blacksmith_and_his_Fair_Daughter,_Op.299_(Maylath,_Henry)",The Blacksmith and his Fair Daughter or Love's Power,,,,,,Miss Bertie M. Briggs,,,,
250967,Gran Sinfonia Variata,"Morandi, Giovanni",,IGM 5,D major,,Classical,Classical,Piano,"https://imslp.org/wiki/Gran_Sinfonia_Variata_(Morandi,_Giovanni)",per gli organi moderni,,,,,,,,,,
106719,Sinfonia in Pastorale del SS. Natale,"Morandi, Giovanni",,IGM 17,,1,Classical,Romantic,Piano,"https://imslp.org/wiki/Sinfonia_in_Pastorale_pel_SS._Natale_(Morandi,_Giovanni)",Sinfonia in Pastorale del SS. Natale composta per Organo,".
1839",,,,,,,,,
516592,3 Piano Sonatines,"Battmann, Jacques-Louis",Op.300,IJB 21,"C major, G major, F major","3 sonatinas:
No.1 in C major
I. Moderato
II. Andante
III.
Rondo
No.2 in G major
I. Allegro moderato
II. Andante
III. Allegretto
No.3 in F major
I. Allegro moderato
II. Adagio
III. Allegretto",Romantic,Romantic,Piano,"https://imslp.org/wiki/3_Piano_Sonatines,_Op.300_(Battmann,_Jacques-Louis)",,".
1869 – Paris:
G. Flaxland",,,,,,,,,
420164,Frühlingswanderung,"Oesten, Theodore",Op.397,ITO 17,C major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Fr%C3%BChlingswanderung,_Op.397_(Oesten,_Theodore)",,".
1869",,,,,,,,,
259594,Les eoliennes,"Wolff, Édouard",Op.291,IEW 11,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Les_eoliennes,_Op.291_(Wolff,_%C3%89douard)",Valses,".
1869? – Paris:
Léon Escudier",,,,,à son élève Mademoiselle Marie Cretzulesco,,,,
491275,Andante cantabile,"Czerny, Carl",,ICC 8,E-flat major,1 section,Romantic,Romantic,Piano,"https://imslp.org/wiki/Andante_cantabile_in_E-flat_major_(Czerny,_Carl)",,".
1916 or earlier",,,,,,,,,
